Message Name,mToken,Field Number (fNum),Field Name (name),Field Type (fType),Enum Set (eSet),Field Description (desc),Data Products
TickerDefinition,EquityDefinition,253,timestamp,DateTime,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinition,EquityDefinition,260,Exchange,Repeater,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinition,EquityDefinition,261,stkExch,Enum,"None,AMEX,NQBX,NSX,FNRA,ISE,EDGA,EDGX,CHX,NYSE,ARCA,NSDQ,CBSX,PSX,BTSY,BATS,CBIDX,IEX,OTC,MPRL,LTSE,MEMX,MXIDX,DJIDX,BXE,CXE,DXE,XETRA,NXAM,NXBR,NXLS,NXML,NXOS,NXP",,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinition,EquityDefinition,262,ticker,TickerKey,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,10,ticker,TickerKey,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,100,symbolType,Enum,"None,Equity,ADR,ETF,CashIndex,MutualFund,ShortETF,Future,Bond,DepReceipts,PreferredSec,PreferenceShare,StructuredProd,StapledSec,TradeableRights,Unit,Warrant,WhenIssued,ForeignIssue",,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,103,name,String,,Symbol name,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,106,issuerName,String,,Name of issuer,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,109,cntryOfIncorp,String,,ISO Issuer Country Code,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,112,parValue,Float,,Security Parvalue,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,115,parValueCurrency,String,,Security Parvalue currency,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,118,pointValue,Float,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,121,pointCurrency,Enum,"None,AUD,BRL,CAD,CHF,CNH,CNY,EUR,GBP,JPY,KRW,MXN,MYR,NOK,NZD,SEK,TRY,USD,USDCents,CZK,ZAR,HUF,USX,GBX,DKK,GEL",,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,124,primaryExch,Enum,"None,NYSE,NYSEArca,NYSEMkt,NASDAQ,NASDAQBOS,BATS,PHLX,IEXG,CSE,NSE,FINRA,PORTAL,OTC,CME,CBOT,NYMEX,COMEX,ICE,EUREX,XETRA,CDEX,BXE,CXE,DXE,LSE,NXAM,NXBR,NXLS,NXML,NXOS,NXP,XJSE,BERA,FRAA,HAMA,XWBO,DUSA,XSWX,XWAR,FNSE,XGAT,XSTO,XTAE,XCYS,XPRA,HANA,BOTC,NXDUB,XATH,XMAD,XCSE,FNDK,XTAL,FNEE,XHEL,NMO,TRQX,XICE,FNIS,XLIT,FNLT,XRIS,FNLV,XSAT,MUNA,XETA",,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,127,altID,Int,,Alt Security ID number,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,130,mic,String,,ISO Market Identification Code,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,133,micSeg,String,,ISO Market Indentification Segment Code,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,136,symbol,String,,stock symbol,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,139,issueClass,String,,issue class of stock symbol.  if no issue class field will be blank.,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,142,securityID,Int,,"Security ID number from the source - Vendor, SR, Feed","StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,145,sic,String,,SIC (Standard Industrial Classification) code,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,148,cik,String,,Central Index Key (US specific),"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,151,gics,String,,Global Industry Classification Standard,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,154,lei,String,,Legal Entity Identifier,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,157,naics,String,,North American Industry Classification System,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,160,cfi,String,,ISO Classification of Financial Instruments,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,163,cic,String,,Complementay Identification Code,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,166,fisn,String,,Financial Instrument Short Name,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,169,isin,String,,ISIN code,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,172,bbgCompositeTicker,String,,Bloomberg Composite Ticker,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,175,bbgExchangeTicker,String,,Bloomberg Exchange Ticker,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,178,bbgCompositeGlobalID,String,,Bloomberg Composite Global ID,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,181,bbgGlobalID,String,,Bloomberg Global ID,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,184,bbgCurrency,String,,Bloomberg Trading Currency,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,187,stkPriceInc,Enum,"None,FullPenny,Nickle",Price increment: None; FullPenny; Nickle,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,190,stkVolume,Float,,daily stock volume,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,193,futVolume,Float,,daily future volume,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,196,optVolume,Float,,daily option volume,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,199,exchString,String,,exchanges listing any options on this underlying,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,202,hasOptions,Enum,"None,Yes,No",Has Options flag,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,205,numOptions,Int,,total number of listed options,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,236,sharesOutstanding,Long,,"symbol shares outstanding, represented in thousands (actualsharesoutstanding = sharesoutstanding * 1000)","StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,214,otcPrimaryMarket,Enum,"None,OTCLink,OTCBB,OTCLinkBB,GreyMarket,OTCBonds",,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,217,otcTier,Enum,"None,OtcNoTier,OTCQXUSPrem,OTCQXUS,OTCQXIntPrem,OTCQXInt,OTCQB,OTCBBOnly,PinkCurr,PinkLim,PinkNoInfo,Grey,Expert,OTCBonds",,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,220,otcReportingStatus,String,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,223,otcDisclosureStatus,Int,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,226,otcFlags,Int,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,229,tkDefSource,Enum,"None,Vendor,OTC,SR,Exchange",Ticker definition source: None; Vendor; OTC; SR; Exchange,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,232,statusFlag,Enum,"None,Active,Delisted",,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,211,timeMetric,Enum,"None,D252,D365,SRV6",trading time metric - 252 or 365 trading days or a weekly cycle type,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,237,tradingPeriod,Enum,"None,NMS,NMS_EXT,NMS_GTH,CME_ES,CME_GRAIN,CME_TRSY,CME_ENGY,CME_METAL,CME_FX,CME_COMD,CME_CRYP,CME_DAIRY,CME_EQBTIC,CME_NKBTIC,CME_WEATHER,CME_TACO,CME_TPXBTIC,CME_FTSE,CME_BMD,CME_BOVESPA,CME_EQTMAC,CME_TAM,CME_OTHER,CFE,ICE_US,ICE_EU,EUX,EU_ERX,EU_CBOE,EU_NXAM,EU_NXBR,EU_NXLS,EU_NXML,EU_NXOS,EU_NXP",,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
TickerDefinitionExt,EquityDefinition,235,timestamp,DateTime,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
SpreadDefinition,SpreadDefinition,11,SRspreadID,Long,,SR legs list hash,
SpreadDefinition,SpreadDefinition,100,ticker,TickerKey,,underlier (or product group) tickerKey,
SpreadDefinition,SpreadDefinition,112,spreadClass,Enum,"None,Stk,Fut,Call,Put,Synth,RevCon,Box,JRoll,Roll,Straddle,Strangle,CSpread,PSpread,VStrip,VSpread,HStrip,HSpread,BFly,RiskRev,Mixed,VarSwap",option spread type,
SpreadDefinition,SpreadDefinition,109,timestamp,DateTime,,,
SpreadDefinition,SpreadDefinition,107,ExchSprIDs,Repeater,,,
SpreadDefinition,SpreadDefinition,108,exchSprID,String,,unique exchange spread id,
SpreadDefinition,SpreadDefinition,102,Legs,Repeater,,,
SpreadDefinition,SpreadDefinition,103,legSecKey,OptionKey,,,
SpreadDefinition,SpreadDefinition,104,legSecType,Enum,"None,Stock,Future,Option,MLeg",,
SpreadDefinition,SpreadDefinition,105,legSide,Enum,"None,Buy,Sell",,
SpreadDefinition,SpreadDefinition,106,legRatio,UInt,,"leg ratio (1, 2, etc)",
SpreadDefinition,SpreadDefinition,110,refDelta,Float,,,
SpreadDefinition,SpreadDefinition,111,refPrc,Double,,,
SpreadExchDefinition,SpreadDefinition,10,exch,Enum,"None,AMEX,BOX,CBOE,ISE,NYSE,PHLX,NSDQ,BATS,C2,NQBX,MIAX,GMNI,CME,CBOT,NYMEX,COMEX,ICE,EDGO,MCRY,MPRL,SDRK,DQTE,EMLD,CFE,MEMX,SPHR,EUREX,CEDX,NXAM,NXBR,NXLS,NXML,NXOS,NXP,ICEFE",,
SpreadExchDefinition,SpreadDefinition,11,exchSprID,String,,unique exchange spread id,
SpreadExchDefinition,SpreadDefinition,108,flipSide,Enum,"None,Yes,No",if the leg sides have been flipped,
SpreadExchDefinition,SpreadDefinition,105,timestamp,DateTime,,,
SpreadExchDefinition,SpreadDefinition,100,Legs,Repeater,,,
SpreadExchDefinition,SpreadDefinition,101,legSecKey,OptionKey,,,
SpreadExchDefinition,SpreadDefinition,102,legSecType,Enum,"None,Stock,Future,Option,MLeg",,
SpreadExchDefinition,SpreadDefinition,103,legSide,Enum,"None,Buy,Sell",,
SpreadExchDefinition,SpreadDefinition,104,legRatio,UInt,,"leg ratio (1, 2, etc)",
SpreadExchDefinition,SpreadDefinition,106,refDelta,Float,,,
SpreadExchDefinition,SpreadDefinition,107,refPrc,Double,,,
RegionalUnderlierComposite,EquityDefinition,10,isin,String,,ISIN code,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalUnderlierComposite,EquityDefinition,100,currency,Enum,"None,AUD,BRL,CAD,CHF,CNH,CNY,EUR,GBP,JPY,KRW,MXN,MYR,NOK,NZD,SEK,TRY,USD,USDCents,CZK,ZAR,HUF,USX,GBX,DKK,GEL",Currency that this ticker trades in,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalUnderlierComposite,EquityDefinition,101,compositeTKey,TickerKey,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalUnderlierComposite,EquityDefinition,102,underlierType,Enum,"None,Equity,Index,Future,Option,Spread",The type of underlying attribute that this composite represents,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalUnderlierComposite,EquityDefinition,103,Contributors,Repeater,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalUnderlierComposite,EquityDefinition,104,exchange,Enum,"None,AMEX,NQBX,NSX,FNRA,ISE,EDGA,EDGX,CHX,NYSE,ARCA,NSDQ,CBSX,PSX,BTSY,BATS,CBIDX,IEX,OTC,MPRL,LTSE,MEMX,MXIDX,DJIDX,BXE,CXE,DXE,XETRA,NXAM,NXBR,NXLS,NXML,NXOS,NXP",,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalUnderlierComposite,EquityDefinition,105,nativeExchSymbol,String,,,"StockAPI,OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,10,undIsin,String,,Underlying ISIN code,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,11,compositeTKey,TickerKey,,Composite TickerKey for the contract grouping,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,100,currency,Enum,"None,AUD,BRL,CAD,CHF,CNH,CNY,EUR,GBP,JPY,KRW,MXN,MYR,NOK,NZD,SEK,TRY,USD,USDCents,CZK,ZAR,HUF,USX,GBX,DKK,GEL",Currency that the contracts trade in,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,101,contractSpecCode,Text1,,"Contract specification code used to deliniate between different contract groups / Format ->  ""{ContractSize}_{HasDeliverables}_{ContractMultiplier}_{SharesPerContract}_{ExerciseType}_{HasAdjusted}_{IsPhysicalSettlement}_{UnderlierType}""","OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,102,contractSize,Double,,contract size,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,103,contractMultipler,Double,,contract multipler,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,104,sharesPerContract,Float,,shares per contract,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,105,ExerciseType,Enum,"None,American,European,Asian,Cliquet",exercise type,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,106,PhysicalSettlement,Enum,"None,Yes,No",is physical settlement?,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,107,HasAdjustment,Enum,"None,Yes,No",has adjusment affected contracts?,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,108,multihedgeType,Enum,"None,Simple,Complex,AllCash,Binary,Fragment",The type of underlying attribute that this composite represents,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,109,Contributors,Repeater,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,110,exchange,Enum,"None,AMEX,BOX,CBOE,ISE,NYSE,PHLX,NSDQ,BATS,C2,NQBX,MIAX,GMNI,CME,CBOT,NYMEX,COMEX,ICE,EDGO,MCRY,MPRL,SDRK,DQTE,EMLD,CFE,MEMX,SPHR,EUREX,CEDX,NXAM,NXBR,NXLS,NXML,NXOS,NXP,ICEFE",,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,111,nativeExchSymbol,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,112,productISIN,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,113,MultihedgeUnderlying,Repeater,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,114,sharesPerContract,Float,,note: _root basket = sum(spc * ticker) / 100,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,115,nativeExchSymbol,String,,note: raw exchange symbol for contributor to this basket (if basket option),"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalOptionComposite,OptionDefinition,116,activSymbology,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalInstrumentId,OptionDefinition,10,secKey,OptionKey,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalInstrumentId,OptionDefinition,11,secType,Enum,"None,Stock,Future,Option,MLeg","-- Can be Option, Stock, Future","OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalInstrumentId,OptionDefinition,100,marketSegmentId,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalInstrumentId,OptionDefinition,101,instrumentId,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalInstrumentId,OptionDefinition,102,productComplex,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalInstrumentId,OptionDefinition,103,ric,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalInstrumentId,OptionDefinition,104,bbg,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalInstrumentId,OptionDefinition,105,isin,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalInstrumentId,OptionDefinition,106,sedol,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalInstrumentId,OptionDefinition,107,cusip,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
RegionalInstrumentId,OptionDefinition,108,figi,String,,,"OptionsAPI,EqtOptAnalyticsAPI,LiveImpliedQuoteAPI"
NMSCircuitBreaker,ClientLive,10,marketCenter,String,,,
NMSCircuitBreaker,ClientLive,100,level1,Float,,level 1 threshold,
NMSCircuitBreaker,ClientLive,103,level2,Float,,level 2 threshold,
NMSCircuitBreaker,ClientLive,106,level3,Float,,level 3 threshold,
NMSCircuitBreaker,ClientLive,109,currentLevel,Int,,current market circuit breaker level (0 - 3),
NMSCircuitBreaker,ClientLive,112,timestamp,DateTime,,,
ProductPriceBand,ClientLive,10,fkey,ExpiryKey,,,
ProductPriceBand,ClientLive,100,lowLimitPrice,Double,,Low price limit (0 if not set),
ProductPriceBand,ClientLive,103,highLimitPrice,Double,,high price limit (0 if not set),
ProductPriceBand,ClientLive,106,maxPriceVar,Double,,Maximum price variation allowed (distance from last best price (bid/ask)),
ProductPriceBand,ClientLive,109,timestamp,DateTime,,time of last state update,
ProductTradingStatus,ClientLive,10,ccode,TickerKey,,product group,
ProductTradingStatus,ClientLive,11,assetCode,String,,asset code if this status update applies to a specific asset group (Can be empty),
ProductTradingStatus,ClientLive,12,securityID,Long,,product ID if this status update applies to a specific instrument (Can be 0),
ProductTradingStatus,ClientLive,100,tradeDate,DateKey,,,
ProductTradingStatus,ClientLive,103,marketStatus,Enum,"None,PreOpen,PreCross,Cross,Open,Closed,Halted,AfterHours","market status (open, halted, etc)",
ProductTradingStatus,ClientLive,106,timestamp,DateTime,,time of last state update (CST),
ProductTradingStatusV2,ClientLive,10,secKey,OptionKey,,trading status product key. Interpretation depends on the status type,
ProductTradingStatusV2,ClientLive,11,secType,Enum,"None,Stock,Future,Option,MLeg",,
ProductTradingStatusV2,ClientLive,12,tradingStatusType,Enum,"None,ProductGroup,SecurityGroup,Instrument","Processing level for the product trading status: 1 = statusKey is the product group key, 2 = statusKey is the security group key, statusKey is for an individual instrument",
ProductTradingStatusV2,ClientLive,100,tradeDate,DateKey,,,
ProductTradingStatusV2,ClientLive,103,marketStatus,Enum,"None,PreOpen,PreCross,Cross,Open,Closed,Halted,AfterHours","market status (open, halted, etc)",
ProductTradingStatusV2,ClientLive,106,timestamp,DateTime,,time of last state update (CST),
StockRegSHOStatus,ClientLive,10,ticker,TickerKey,,,
StockRegSHOStatus,ClientLive,100,regSHOStatus,Enum,"None,Restricted","Reg SHO status: None - no short sell restrictions, Restricted - Reg SHO short restrictions in place",
StockRegSHOStatus,ClientLive,103,timestamp,DateTime,,timestamp of last update,
MarketHoursConfig,ClientLive,10,ticker,TickerKey,,"note: should be ""*-ANY-ANY"" (wildcard) for the per-TradingPeriod default MarketHoursConfig messages",
MarketHoursConfig,ClientLive,11,secType,Enum,"None,Stock,Future,Option,MLeg",,
MarketHoursConfig,ClientLive,12,tradeDate,DateKey,,,
MarketHoursConfig,ClientLive,13,tradingPeriod,Enum,"None,NMS,NMS_EXT,NMS_GTH,CME_ES,CME_GRAIN,CME_TRSY,CME_ENGY,CME_METAL,CME_FX,CME_COMD,CME_CRYP,CME_DAIRY,CME_EQBTIC,CME_NKBTIC,CME_WEATHER,CME_TACO,CME_TPXBTIC,CME_FTSE,CME_BMD,CME_BOVESPA,CME_EQTMAC,CME_TAM,CME_OTHER,CFE,ICE_US,ICE_EU,EUX,EU_ERX,EU_CBOE,EU_NXAM,EU_NXBR,EU_NXLS,EU_NXML,EU_NXOS,EU_NXP",note: this trading period should be the same for all tradeDates for each [ticker/secType] pair,
MarketHoursConfig,ClientLive,100,timeZone,Enum,"None,US_CST,US_EST,US_PST,UK_GMT,EU_CET",note: this does not have to match the associated TradingPeriod timeZone (default is TradingPeriod.TimeZone),
MarketHoursConfig,ClientLive,101,marketDayType,Enum,"None,RegularDay,ModifiedDay,MarketClosed",,
MarketHoursConfig,ClientLive,102,srCloseMarkTime,TimeSpan,,SR Close Mark Time; usually regular market close - 5 minute (C - 5M),
MarketHoursConfig,ClientLive,103,hasEarlySession,Enum,"None,Yes,No",note: early session can start the previous day,
MarketHoursConfig,ClientLive,104,earlyPreOpenTime,TimeSpan,,early session pre-open (orders accepted),
MarketHoursConfig,ClientLive,105,earlySessionOpenTime,TimeSpan,,early session market open,
MarketHoursConfig,ClientLive,106,earlySessionCloseTime,TimeSpan,,early session market close,
MarketHoursConfig,ClientLive,107,hasRegularSession,Enum,"None,Yes,No",,
MarketHoursConfig,ClientLive,108,regPreOpenTime,TimeSpan,,regular session pre-open (order accepted),
MarketHoursConfig,ClientLive,109,regSessionOpenTime,TimeSpan,,regular session open,
MarketHoursConfig,ClientLive,110,regSessionCloseTime,TimeSpan,,regular session close,
MarketHoursConfig,ClientLive,111,hasLateSession,Enum,"None,Yes,No",,
MarketHoursConfig,ClientLive,112,latePreOpenTime,TimeSpan,,extended session pre-open (orders accepted),
MarketHoursConfig,ClientLive,113,lateSessionOpenTime,TimeSpan,,extended session open,
MarketHoursConfig,ClientLive,114,lateSessionCloseTime,TimeSpan,,extended session close,
MarketHoursConfig,ClientLive,115,hasExEarlyClose,Enum,"None,Yes,No",options have an early close on expiry day (secType = Option only),
MarketHoursConfig,ClientLive,116,exEarlyCloseTime,TimeSpan,,expiry day early close time,
MarketHoursConfig,ClientLive,117,timestamp,DateTime,,,
GlobalRiskControl,ClientControl,10,ticker,TickerKey,,,
GlobalRiskControl,ClientControl,100,stkEnabled,Enum,"None,Enable,Disabled,CloseOnly",Enabled or not for equities (None=disabled),
GlobalRiskControl,ClientControl,101,futEnabled,Enum,"None,Enable,Disabled,CloseOnly",Enabled or not for futures (None=disabled),
GlobalRiskControl,ClientControl,102,optEnabled,Enum,"None,Enable,Disabled,CloseOnly",Enabled or not for options (None=disabled),
GlobalRiskControl,ClientControl,103,orderMaxMargin,Float,,Maximum (abs) margin per parent order (SR variation margin),
GlobalRiskControl,ClientControl,104,orderMaxStkQty,Int,,Number of equity shares that can be bought or sold by a single parent order,
GlobalRiskControl,ClientControl,105,orderMaxFutQty,Int,,Number of futures contracts that can be bought or sold by a single parent order,
GlobalRiskControl,ClientControl,106,orderMaxOptQty,Int,,Number of option contracts that can be bought or sold by a single parent order,
GlobalRiskControl,ClientControl,107,orderMaxStkDDelta,Float,,Maximum (abs) mny per stock parent order; ddelta = 0.01 * shares * pointValue * midPrc,
GlobalRiskControl,ClientControl,108,orderMaxFutDDelta,Float,,Maximum (abs) mny per future parent order; ddelta = 0.01 * contracts * pointValue * midPrc,
GlobalRiskControl,ClientControl,109,orderMaxOptDDelta,Float,,Maximum (abs) mny per option parent order; ddelta = 0.01 * contracts * pointValue * ABS(de) * uMidPrc,
GlobalRiskControl,ClientControl,110,stkCollarPct,Float,,Maximum user limit vs bid/ask price control - percentage in decimals,
GlobalRiskControl,ClientControl,111,futCollarPct,Float,,Maximum user limit vs bid/ask price control - percentage in decimals,
GlobalRiskControl,ClientControl,112,optCollarPct,Float,,Maximum user limit vs bid/ask price control - percentage in decimals,
GlobalRiskControl,ClientControl,113,modifiedBy,String,,User that last modified this record,
